patent_id,section,cpc_class,cpc_subclass
9336417,B,B65,B65D
9447996,F,F23,F23J
9580316,B,B82,B82Y
9929549,F,F16,F16B
10166446,A,A63,A63B
10228127,A,A61,A61L
10717442,G,G05,G05D
10793458,Y,Y02,Y02C
10867146,G,G06,G06K
10876960,G,G01,G01D
10946997,B,B65,B65B
10947582,C,C07,C07K
10963191,G,G06,G06F
11140516,G,G06,G06V
11147377,B,B29,B29L
11242780,B,B01,B01D
11259367,A,A47,A47J
11604466,B,B62,B62D
11614917,G,G06,G06N
11740081,G,G01,G01C
11859346,C,C08,C08L
11894522,H,H01,H01M
11949122,F,F16,F16K
12325218,A,A45,A45D
12429578,B,B60,B60W
4379419,B,B23,B23D
5075386,C,C08,C08L
6246156,B,B32,B32B
6383488,C,C07,C07K
6940050,B,B60,B60H
7169281,C,C01,C01B
7877291,G,G06,G06Q
7875366,C,C09,C09K
7951428,A,A61,A61F
8268439,B,B32,B32B
9043263,G,G06,G06N
9133367,C,C08,C08F
9248417,B,B29,B29L
9491598,H,H04,H04L
9722130,H,H01,H01L
9981226,A,A23,A23L
9999094,H,H04,H04W
10236731,F,F04,F04B
4103706,F,F28,F28D
5794018,G,G06,G06Q
6221291,B,B29,B29L
6245710,B,B41,B41M
6351542,B,B42,B42D
6960276,B,B29,B29D
7786031,D,D02,D02G
8601791,F,F02,F02K
8673958,C,C01,C01B
8728553,A,A23,A23G
9718561,B,B64,B64D
9755211,H,H01,H01R
9880576,G,G06,G06Q
10283476,C,C09,C09D
10793458,C,C05,C05C
11147377,A,A47,A47C
11473588,C,C21,C21D
11499734,H,H02,H02J
11894522,G,G01,G01M
5709925,B,B29,B29L
5961044,A,A01,A01K
6490091,B,B32,B32B
7968510,A,A61,A61P
8346423,B,B60,B60W
9248417,B,B29,B29C
9981226,A,A23,A23C
4861705,B,B01,B01D
5286577,B,B21,B21C
6221291,B,B29,B29C
10283476,C,C09,C09J
10591763,G,G06,G06F
11473588,B,B23,B23P
5709925,B,B29,B29C
6383488,A,A61,A61P
8346423,B,B60,B60L
9228003,A,A61,A61K
9774685,B,B60,B60R
9880576,G,G05,G05F
10591763,G,G02,G02F
7877291,A,A47,A47J
9403878,C,C07,C07K
10793458,B,B01,B01D
5515303,H,H01,H01Q
9403878,A,A61,A61P
5515303,G,G06,G06K
10432681,H,H04,H04L
10514339,G,G01,G01N
10527074,Y,Y02,Y02T
10588701,G,G16,G16Z
10606077,H,H04,H04N
10609929,A,A01,A01N
10647802,G,G02,G02B
10807141,B,B21,B21D
10843069,G,G06,G06F
10872962,H,H10,H10D
10884008,G,G01,G01N
10887518,H,H04,H04N
10897948,A,A47,A47L
10901312,G,G03,G03B
10930420,H,H01,H01F
10928416,G,G01,G01P
10941970,F,F25,F25D
10996294,H,H03,H03F
11019144,H,H04,H04L
11044946,A,A24,A24F
11046925,Y,Y02,Y02E
11060008,E,E21,E21B
11082163,H,H04,H04L
11090971,F,F41,F41A
11104575,Y,Y02,Y02P
11118731,F,F25,F25B
11127196,G,G06,G06T
11131139,E,E06,E06B
11164462,G,G08,G08G
8394509,Y,Y10,Y10T
11338744,B,B60,B60R
11348134,H,H04,H04W
11350802,B,B65,B65D
11378275,F,F23,F23D
11437493,H,H10,H10D
11458275,H,H05,H05B
11465302,B,B26,B26B
11501105,G,G06,G06F
11537715,H,H04,H04L
11562355,G,G06,G06Q
11563244,Y,Y02,Y02E
11573996,G,G06,G06F
11710923,H,H01,H01R
11752461,F,F24,F24F
11785297,H,H04,H04N
11855810,H,H04,H04W
11853312,G,G06,G06F
11862960,H,H10,H10D
11910989,A,A47,A47L
11917091,H,H04,H04M
11923739,H,H02,H02K
11919231,Y,Y02,Y02P
11932287,H,H05,H05K
11989049,H,H03,H03L
12022666,H,H10,H10B
12095577,H,H04,H04L
12094565,G,G11,G11C
12096946,A,A61,A61B
12113909,H,H04,H04L
12162066,B,B22,B22D
12164842,G,G06,G06F
12198829,Y,Y02,Y02E
12203398,Y,Y02,Y02A
12243799,H,H01,H01L
12308593,H,H01,H01R
12319851,C,C09,C09J
12327831,Y,Y02,Y02E
12405479,H,H01,H01S
3941132,A,A61,A61F
3944200,B,B25,B25B
3969433,C,C08,C08F
3974326,H,H04,H04N
3994716,H,H01,H01F
4079656,Y,Y10,Y10S
4148543,H,H01,H01R
4155017,H,H03,H03K
4185747,B,B65,B65D
4276327,C,C23,C23D
4294954,Y,Y10,Y10S
4391335,A,A01,A01B
4398945,Y,Y02,Y02P
4415390,B,B65,B65H
4442635,B,B24,B24B
4483771,B,B01,B01D
4484434,D,D01,D01H
4496356,A,A61,A61F
4525065,G,G03,G03B
4559767,B,B65,B65B
4591616,G,G02,G02B
4604393,C,C07,C07D
4639978,Y,Y10,Y10T
4644557,H,H05,H05B
4665144,G,G02,G02B
4695769,Y,Y02,Y02B
4723461,Y,Y10,Y10T
4746569,Y,Y10,Y10T
4821467,B,B24,B24C
4841005,C,C07,C07C
4857403,Y,Y10,Y10T
4877365,B,B66,B66C
4891056,C,C03,C03B
4922621,G,G01,G01B
4937229,C,C11,C11B
4954478,Y,Y10,Y10T
4981403,Y,Y10,Y10T
4982696,C,C23,C23C
4993299,Y,Y10,Y10T
4994445,A,A61,A61K
5022285,F,F16,F16H
5022138,Y,Y10,Y10T
5026297,H,H05,H05K
5037274,F,F04,F04B
5038318,G,G06,G06F
5073619,D,D06,D06M
5076058,F,F28,F28F
5099367,G,G11,G11B
5152802,Y,Y10,Y10S
5157351,H,H03,H03K
5158921,C,C07,C07F
5233204,H,H10,H10H
5231877,Y,Y10,Y10S
5277975,Y,Y10,Y10T
5370290,B,B65,B65H
5426675,Y,Y02,Y02E
5440455,G,G01,G01D
5443562,A,A01,A01G
5443875,Y,Y10,Y10T
5476421,F,F16,F16D
5558374,A,A61,A61F
5603086,H,H04,H04W
5633212,H,H01,H01L
5641372,Y,Y10,Y10T
5670882,G,G01,G01V
5734775,G,G02,G02B
5741693,D,D21,D21C
5758724,Y,Y02,Y02E
5791843,Y,Y10,Y10T
5825466,G,G06,G06K
5900660,Y,Y10,Y10S
5918016,H,H04,H04L
5941991,G,G06,G06F
5945638,G,G01,G01G
6003583,Y,Y10,Y10S
6035108,G,G06,G06F
6060989,G,G08,G08B
6084261,H,H10,H10B
6097058,H,H10,H10D
6110917,C,C07,C07D
6123159,E,E21,E21B
6186303,Y,Y10,Y10S
6232258,C,C07,C07C
6242869,Y,Y10,Y10S
6272829,D,D01,D01H
6282233,H,H04,H04B
6295477,G,G06,G06F
6323512,H,H10,H10D
6330156,H,H05,H05K
6335311,C,C10,C10N
6396734,G,G11,G11B
6421792,G,G06,G06F
6458942,Y,Y02,Y02A
6483713,Y,Y10,Y10T
6493627,F,F02,F02D
6527089,F,F16,F16D
6539615,Y,Y10,Y10T
6549756,H,H04,H04B
6564080,G,G01,G01R
6567780,Y,Y10,Y10S
6578561,F,F16,F16D
6599786,H,H10,H10D
6643005,G,G01,G01N
6651118,H,H04,H04L
6707296,G,G01,G01N
6775832,G,G06,G06F
6778758,H,H04,H04N
6835499,Y,Y02,Y02E
6839200,G,G11,G11B
6840364,F,F16,F16D
6879172,G,G01,G01R
6891294,H,H02,H02K
7021126,F,F01,F01K
7031348,H,H04,H04N
7043196,H,H04,H04B
7057376,H,H02,H02J
7060625,G,G03,G03F
7072101,H,H01,H01S
7097841,C,C12,C12N
7139079,G,G01,G01B
7142004,H,H03,H03K
7251966,Y,Y10,Y10T
7256372,H,H05,H05B
7258472,F,F21,F21W
7263120,Y,Y02,Y02D
7446611,H,H03,H03F
7450605,H,H04,H04L
7466902,H,H04,H04N
7497311,F,F16,F16D
7535237,G,G01,G01N
7545807,H,H04,H04L
7550402,H,H01,H01G
7595246,H,H10,H10B
7631318,Y,Y10,Y10S
7665044,G,G06,G06F
7702423,Y,Y10,Y10T
7725688,G,G06,G06F
7744643,A,A61,A61F
7890957,G,G06,G06F
7891505,A,A47,A47F
7940937,A,A61,A61B
8007927,H,H10,H10K
8016690,A,A63,A63B
8162722,G,G05,G05B
8189397,H,H10,H10D
8227055,Y,Y10,Y10T
8235982,A,A61,A61B
8249560,H,H04,H04W
8304819,H,H10,H10D
8368888,G,G01,G01N
8366750,A,A61,A61B
8400011,H,H01,H01S
8414959,B,B05,B05D
8488692,H,H04,H04W
8494508,Y,Y02,Y02D
8507999,H,H10,H10D
8560817,G,G06,G06F
8571472,H,H03,H03K
8586590,Y,Y02,Y02A
8654626,H,H04,H04L
8673098,A,A61,A61F
8721261,F,F04,F04D
8726803,Y,Y02,Y02W
8752413,G,G01,G01M
8769805,Y,Y10,Y10T
8769937,Y,Y02,Y02T
8846242,Y,Y02,Y02P
8860312,Y,Y02,Y02B
8899219,F,F41,F41B
8931275,Y,Y02,Y02T
8951285,A,A61,A61B
8958016,H,H04,H04N
9017268,A,A61,A61M
9094920,H,H04,H04W
9099612,H,H10,H10H
9281742,Y,Y02,Y02B
9325020,Y,Y02,Y02E
9385108,H,H10,H10H
9448354,G,G02,G02B
9467913,H,H04,H04L
9473904,H,H04,H04W
9474230,A,A01,A01H
9537101,Y,Y02,Y02E
9579709,Y,Y10,Y10T
9630311,B,B44,B44D
9650103,B,B62,B62K
9761297,G,G11,G11C
9787406,H,H04,H04Q
9800264,H,H04,H04B
9856955,F,F16,F16H
9867975,A,A61,A61M
9879322,Y,Y10,Y10T
9931979,H,H02,H02J
9942275,H,H04,H04L
9949847,A,A61,A61F
10084566,H,H04,H04B
10101475,G,G01,G01T
10140418,G,G16,G16B
10159589,A,A61,A61F
10172974,C,C08,C08G
10197514,H,H01,H01J
10204189,Y,Y02,Y02B
10202395,C,C07,C07D
10278963,A,A61,A61P
10307103,C,C09,C09J
10340712,H,H02,H02J
10386554,H,H04,H04N
10427004,C,C08,C08F
10443247,Y,Y10,Y10T
10461896,H,H04,H04W
10461653,Y,Y02,Y02B
10479351,Y,Y10,Y10S
10595465,A,A01,A01D
10598344,H,H10,H10H
10622689,Y,Y02,Y02E
10631612,B,B26,B26B
10662223,C,C12,C12N
10682652,C,C22,C22B
10726459,G,G06,G06Q
10763427,H,H10,H10N
10769698,G,G06,G06Q
10790096,Y,Y02,Y02P
10942181,Y,Y02,Y02A
10951003,H,H04,H04B
11013073,H,H05,H05B
11032669,H,H04,H04W
11037097,G,G06,G06Q
11083552,G,G16,G16H
11124776,Y,Y02,Y02A
11145314,G,G10,G10L
11150215,G,G01,G01N
11174873,F,F05,F05D
11184060,H,H04,H04B
11216020,G,G06,G06F
11325235,B,B25,B25C
11361885,H,H01,H01C
11380591,H,H10,H10D
11413181,A,A61,A61F
11428668,G,G01,G01N
11550871,G,G06,G06N
11569880,Y,Y02,Y02D
11593453,G,G06,G06F
11601947,H,H04,H04W
11618145,B,B25,B25C
11642929,B,B60,B60G
11674407,F,F05,F05D
11712566,A,A61,A61N
11734670,G,G07,G07B
11742715,H,H02,H02K
11744333,G,G04,G04B
11752416,H,H04,H04N
11803877,H,H04,H04L
11847557,G,G11,G11C
11851169,F,F16,F16F
11865101,C,C07,C07B
11888868,H,H04,H04L
11882880,H,H05,H05B
11892033,H,H02,H02K
11898412,E,E21,E21B
12001984,G,G06,G06F
12014784,G,G11,G11C
12022407,H,H04,H04W
12084146,Y,Y02,Y02T
12214491,G,G06,G06K
12428379,C,C07,C07D
11886223,H,H04,H04L
11970861,E,E04,E04D
3934687,F,F16,F16D
3956247,C,C08,C08F
4085625,Y,Y10,Y10T
4087663,G,G01,G01F
4098262,Y,Y02,Y02B
4157205,B,B60,B60T
4166517,B,B66,B66B
4170147,Y,Y10,Y10T
4222671,B,B29,B29C
4235884,A,A01,A01N
4239221,A,A63,A63F
4269730,Y,Y10,Y10S
4311736,Y,Y10,Y10T
4378313,C,C09,C09B
4440682,C,C07,C07D
4459028,B,B01,B01F
4570964,Y,Y10,Y10T
4668823,C,C07,C07F
4752236,H,H01,H01R
4756148,A,A01,A01D
4765917,C,C10,C10N
4765035,Y,Y10,Y10T
4774089,A,A61,A61K
4782671,G,G01,G01R
4784002,G,G01,G01L
4788028,Y,Y02,Y02E
4797485,C,C07,C07F
4846515,A,A63,A63B
4859405,Y,Y02,Y02E
4883244,B,B64,B64G
4911372,B,B65,B65H
4928545,Y,Y10,Y10T
4995794,F,F04,F04C
5081066,Y,Y10,Y10S
5085002,A,A47,A47G
5119999,B,B60,B60R
5150399,H,H04,H04M
5153032,C,C09,C09D
5172117,H,H03,H03M
5212793,G,G06,G06F
5240621,Y,Y02,Y02W
5279857,C,C23,C23C
5359023,H,H05,H05K
5369943,Y,Y10,Y10S
5384905,G,G06,G06T
5417790,Y,Y10,Y10T
5451914,H,H01,H01P
5465945,F,F16,F16F
5501566,H,H04,H04W
5511424,G,G01,G01N
5515197,H,H04,H04B
5519630,G,G06,G06F
5536540,Y,Y10,Y10T
5551220,A,A01,A01D
5616307,C,C10,C10L
5667256,F,F16,F16L
5719323,G,G01,G01N
5731992,H,H04,H04W
5777057,C,C04,C04B
5777531,H,H01,H01P
5806825,B,B60,B60N
5826348,F,F26,F26B
5858904,Y,Y10,Y10S
5867388,G,G16,G16Z
5899407,A,A47,A47K
5952812,Y,Y02,Y02T
5994232,Y,Y10,Y10S
6017717,C,C07,C07K
6037706,H,H10,H10N
6069120,Y,Y10,Y10S
6115521,G,G02,G02B
6140574,H,H05,H05K
6196004,C,C10,C10G
6196609,B,B62,B62D
6292550,H,H04,H04M
6311093,Y,Y02,Y02P
6345435,Y,Y10,Y10T
6356274,G,G06,G06T
6623064,B,B60,B60J
6634427,E,E21,E21B
6702044,Y,Y10,Y10S
6739222,B,B25,B25B
6746218,F,F04,F04B
6746611,C,C09,C09K
6786233,Y,Y10,Y10T
6807799,A,A01,A01D
6829530,F,F01,F01P
6850067,G,G01,G01R
6903103,C,C07,C07D
6937717,H,H04,H04M
6937830,G,G03,G03G
6940233,H,H05,H05B
6944547,E,E21,E21B
6960668,C,C07,C07D
6972578,G,G01,G01R
7099652,H,H04,H04M
7111958,F,F21,F21S
7166163,G,G03,G03F
7204387,B,B29,B29C
7212881,D,D04,D04B
7276699,H,H10,H10F
7313680,G,G11,G11B
7328112,G,G01,G01F
7362249,G,G09,G09G
7366020,G,G11,G11C
7379013,G,G01,G01S
7397068,H,H01,H01L
7410405,F,F41,F41B
7500294,D,D04,D04H
7504348,Y,Y10,Y10T
7512454,Y,Y02,Y02P
7515407,G,G11,G11B
7519594,Y,Y10,Y10S
7549151,G,G06,G06F
7565759,G,G09,G09B
7686558,B,B65,B65G
7692433,G,G01,G01R
7764712,H,H04,H04L
7790122,F,F01,F01N
7795023,C,C12,C12N
7822531,Y,Y02,Y02T
7834255,A,A23,A23D
7837616,A,A61,A61B
7870151,G,G06,G06F
7872718,G,G02,G02F
7916700,H,H04,H04M
7960568,C,C07,C07D
10444287,H,H05,H05F
10538651,B,B29,B29C
10570304,C,C08,C08K
10610256,A,A61,A61M
10650823,G,G10,G10L
10648373,F,F02,F02D
10749180,Y,Y02,Y02P
10838765,G,G06,G06F
10843267,F,F28,F28D
10860615,H,H04,H04L
10865030,A,A24,A24F
10872962,H,H10,H10N
10907141,C,C12,C12Y
10930420,B,B22,B22F
10966442,F,F25,F25B
11019144,G,G06,G06F
11032631,G,G10,G10L
11037619,G,G06,G06F
11044206,G,G06,G06V
11059723,C,C08,C08K
11073699,G,G06,G06Q
11082163,H,H04,H04W
11118731,F,F16,F16N
11157169,G,G10,G10L
11239497,H,H01,H01M
11348134,G,G16,G16H
11486315,F,F05,F05D
11501105,G,G06,G06T
11525261,E,E04,E04B
11549192,C,C25,C25D
11676024,G,G06,G06N
11862960,H,H02,H02H
11906644,G,G01,G01S
11919231,C,C12,C12N
11979439,H,H04,H04N
11980129,A,A01,A01G
11989049,H,H03,H03B
12009209,C,C23,C23C
12084762,H,H01,H01L
12183878,H,H01,H01M
12260611,G,G06,G06N
12376799,A,A61,A61B
3969433,C,C08,C08J
3977693,B,B60,B60G
3990528,F,F16,F16H
3994716,C,C22,C22B
4017424,C,C07,C07C
4049653,C,C07,C07C
4072420,B,B65,B65H
4079656,F,F16,F16B
4256955,G,G07,G07F
4270321,E,E02,E02D
4300899,D,D06,D06P
4398945,C,C22,C22C
4415390,B,B29,B29C
4416048,F,F16,F16B
4455743,H,H02,H02K
4501766,H,H01,H01J
4644557,C,C01,C01B
4723461,B,B62,B62D
4746569,Y,Y10,Y10S
4954478,Y,Y10,Y10S
5022285,B,B60,B60W
5107192,F,F16,F16C
5152802,D,D06,D06P
5173933,H,H04,H04W
5172452,E,E05,E05Y
5259951,C,C07,C07K
5356944,B,B29,B29C
5413998,A,A61,A61P
5589390,A,A01,A01G
5592967,F,F15,F15B
5672317,G,G06,G06K
5741693,C,C12,C12R
5758724,F,F28,F28F
5763559,C,C08,C08L
5825466,G,G03,G03B
5842514,H,H01,H01L
5851878,H,H10,H10D
5938124,F,F02,F02M
5977485,H,H01,H01R
6056306,B,B62,B62K
6123159,C,C09,C09K
6226382,G,G07,G07F
6310076,C,C07,C07D
6335311,C,C10,C10M
6365842,H,H05,H05K
6458942,C,C07,C07K
6479180,Y,Y02,Y02P
6483713,H,H05,H05K
6527089,B,B62,B62L
6530365,F,F04,F04C
6549756,A,A61,A61B
6567780,H,H04,H04B
6607817,C,C08,C08J
6629830,F,F04,F04C
6654585,G,G03,G03G
6704044,A,A42,A42B
6775976,B,B62,B62D
6954056,H,H02,H02M
7009267,H,H01,H01L
7037941,C,C07,C07C
7044086,A,A01,A01K
7061208,Y,Y02,Y02T
7091299,C,C08,C08G
7118817,H,H05,H05K
7227483,H,H03,H03K
7259319,G,G10,G10H
7269906,B,B25,B25H
7349909,G,G06,G06F
7545807,H,H04,H04W
7543415,F,F16,F16B
7725688,G,G06,G06T
7971800,B,B05,B05B
7982008,A,A61,A61P
8087358,B,B41,B41J
8093489,Y,Y02,Y02E
8141961,B,B60,B60T
8202383,B,B32,B32B
8291091,H,H04,H04M
8292090,B,B29,B29C
8331347,H,H04,H04L
8410893,H,H10,H10N
8445872,H,H01,H01J
8451327,G,G02,G02B
8488692,H,H04,H04L
8540453,F,F16,F16B
8659176,H,H02,H02K
8726803,B,B65,B65F
8727397,E,E05,E05B
8734984,Y,Y02,Y02P
8752413,A,A62,A62C
8759027,C,C07,C07K
8818259,H,H04,H04W
8853888,H,H02,H02M
8931275,G,G05,G05D
8980571,A,A61,A61K
9097893,G,G02,G02B
9213980,G,G06,G06F
9249658,E,E21,E21B
9271445,B,B65,B65G
9325020,H,H01,H01M
9353153,C,C12,C12N
9385108,H,H01,H01L
9450016,H,H10,H10D
9467913,H,H04,H04W
9473904,G,G06,G06Q
9483524,G,G06,G06F
9495929,G,G09,G09G
9528500,F,F16,F16H
9595192,G,G08,G08G
9650103,B,B62,B62M
9697423,G,G06,G06K
9719954,H,H01,H01M
9800264,H,H03,H03M
9803729,F,F16,F16H
9835894,B,B05,B05D
9896767,H,H01,H01J
10062904,H,H01,H01M
10114760,A,A61,A61B
10150442,B,B60,B60R
10263910,G,G06,G06F
10266467,C,C07,C07C
10313865,G,G10,G10L
10307103,A,A61,A61B
10427004,C,C08,C08L
10479351,Y,Y02,Y02T
10632546,B,B23,B23D
10665928,H,H01,H01Q
10662223,C,C12,C12Y
10668457,C,C01,C01G
10687402,H,H05,H05B
10751872,E,E21,E21B
10841234,G,G06,G06F
10942181,G,G01,G01N
11049759,H,H01,H01L
11083552,G,G06,G06T
11094702,H,H01,H01L
11129837,A,A61,A61P
11150215,B,B01,B01L
11183991,G,G06,G06N
11216020,G,G05,G05D
11289623,H,H01,H01L
11335799,H,H01,H01L
11386809,G,G09,G09B
11413181,A,A61,A61G
11441578,F,F04,F04F
11479302,B,B60,B60R
11486859,G,G01,G01N
11493153,D,D03,D03D
11569880,H,H04,H04B
11601947,H,H04,H04L
11616535,H,H04,H04B
11638982,G,G01,G01B
11658179,H,H01,H01L
11734670,G,G06,G06K
11744333,A,A45,A45F
11779582,A,A61,A61P
11801531,B,B01,B01D
11803877,H,H04,H04W
11865101,A,A61,A61K
11878118,A,A61,A61M
11894970,H,H04,H04J
11927057,H,H05,H05B
12000394,F,F01,F01C
12191852,H,H03,H03K
12240984,C,C08,C08K
12430975,G,G07,G07D
11470079,G,G06,G06F
11886223,G,G09,G09C
4075401,H,H01,H01M
4163770,D,D01,D01D
4336286,E,E01,E01C
4363222,Y,Y02,Y02W
4371821,G,G04,G04C
4415338,C,C10,C10L
4429486,A,A63,A63H
4503057,A,A01,A01N
4533915,G,G01,G01S
4536459,Y,Y02,Y02E
4538142,A,A47,A47D
4579133,A,A45,A45D
4702898,C,C01,C01B
4716938,F,F16,F16L
4765917,C,C10,C10M
4825843,F,F02,F02B
4858495,F,F16,F16H
4910954,A,A44,A44C
5084789,G,G06,G06F
5149371,B,B05,B05B
5153032,B,B05,B05D
5215401,E,E01,E01C
5225994,Y,Y02,Y02E
5240621,F,F05,F05B
5254726,C,C07,C07C
5262911,G,G11,G11B
5276245,C,C07,C07C
5309094,F,F16,F16C
5316152,Y,Y02,Y02W
5369943,Y,Y10,Y10T
5392628,B,B21,B21C
5394651,E,E05,E05Y
5417790,Y,Y10,Y10S
5451367,B,B65,B65B
5451914,H,H01,H01F
5510606,G,G07,G07F
5553091,G,G02,G02B
5599775,H,H10,H10N
5727353,A,A61,A61B
5821655,F,F16,F16C
5867388,G,G05,G05B
6017717,A,A61,A61K
6049125,H,H05,H05K
6134345,G,G06,G06T
6196609,B,B60,B60P
6254316,B,B23,B23C
6428863,C,C23,C23C
6439985,B,B24,B24B
6624295,A,A61,A61K
6674623,H,H01,H01L
6729318,F,F02,F02D
6746611,C,C01,C01G
6786233,F,F16,F16L
6845752,F,F02,F02M
6979038,B,B60,B60R
7012541,A,A61,A61J
7087665,C,C09,C09D
7099652,G,G06,G06Q
7151167,B,B82,B82Y
7257572,H,H04,H04L
7277178,G,G01,G01J
7313680,G,G06,G06F
7356399,F,F16,F16D
7381440,C,C23,C23C
7501411,A,A61,A61P
7514811,B,B60,B60R
7666346,F,F16,F16C
7719278,B,B82,B82Y
7907133,G,G09,G09G
10444287,G,G01,G01R
10538651,B,B29,B29L
10588701,A,A61,A61B
10648816,G,G01,G01S
10717849,C,C08,C08K
10738305,A,A61,A61P
10794364,F,F05,F05B
10907141,C,C12,C12N
11046925,C,C12,C12P
11090971,F,F21,F21Y
11104575,B,B01,B01J
11157169,G,G06,G06F
11436960,F,F21,F21V
11458275,A,A61,A61M
11501105,G,G06,G06V
11784041,C,C07,C07F
11850769,B,B28,B28C
11855810,H,H04,H04L
11897033,B,B29,B29C
11975004,A,A61,A61P
11980129,A,A01,A01D
11989049,G,G06,G06F
12084762,G,G05,G05D
12119269,H,H01,H01L
12146650,F,F21,F21W
12175350,G,G05,G05B
12183878,H,H01,H01B
12224610,B,B08,B08B
12315196,G,G01,G01S
12355056,H,H01,H01M
3949903,B,B01,B01F
4276327,B,B01,B01J
4288341,A,A61,A61K
4300899,C,C07,C07D
4364747,A,A61,A61M
4501766,C,C23,C23C
4793994,A,A61,A61K
4877066,F,F16,F16H
4890636,F,F16,F16D
4937229,A,A24,A24B
5073619,A,A61,A61Q
5440455,F,F16,F16B
5883396,H,H10,H10B
5900660,H,H10,H10D
5921171,A,A22,A22C
5956946,F,F01,F01N
5964739,A,A61,A61B
5982284,G,G08,G08B
6248144,B,B01,B01F
6396734,B,B82,B82Y
6483713,H,H01,H01J
6530365,F,F02,F02B
6652295,H,H01,H01R
6825524,G,G11,G11C
6914338,H,H10,H10B
6978516,E,E05,E05D
7053137,B,B60,B60C
7060625,B,B82,B82Y
7112453,Y,Y02,Y02A
7204969,C,C01,C01P
7230097,C,C07,C07D
7323604,B,B01,B01J
7543415,E,E04,E04H
7595246,H,H01,H01L
7739884,F,F25,F25B
7971800,A,A62,A62C
8093489,H,H10,H10F
8227055,C,C03,C03C
8331347,H,H04,H04W
8400011,F,F21,F21S
8486645,C,C12,C12N
8501906,A,A61,A61K
8659176,E,E05,E05C
8759721,A,A47,A47J
8846242,H,H01,H01M
8981814,H,H01,H01L
9063085,G,G01,G01N
9271445,A,A01,A01D
9335849,G,G06,G06F
9353153,C,C07,C07K
9365209,B,B60,B60K
9519411,B,B60,B60K
9528500,F,F05,F05B
9527767,C,C03,C03C
9719954,G,G01,G01G
9931979,B,B60,B60Q
10123422,H,H01,H01F
10150442,B,B29,B29C
10227672,C,C21,C21D
10284696,G,G06,G06F
10353423,F,F16,F16H
10461896,H,H04,H04L
10479351,F,F16,F16H
10632546,B,B23,B23B
10711123,C,C08,C08L
10751872,B,B25,B25J
10801108,C,C04,C04B
11083552,B,B33,B33Y
11124776,A,A61,A61K
11299937,E,E21,E21B
11417895,H,H01,H01M
11779582,A,A23,A23V
11803877,G,G06,G06Q
11927057,H,H04,H04L
11973077,B,B82,B82Y
12095083,C,C01,C01G
12237862,H,H04,H04B
12430975,G,G06,G06Q
4085625,B,B23,B23Q
4250062,C,C07,C07D
4469120,F,F02,F02M
5200908,G,G06,G06F
5316152,B,B65,B65F
5369943,A,A61,A61F
5403851,A,A61,A61P
5877314,C,C07,C07C
6069120,B,B08,B08B
6742819,F,F16,F16C
7000734,F,F16,F16N
7111958,F,F21,F21Y
7306462,F,F41,F41A
7551433,G,G06,G06F
7772366,A,A61,A61K
7771187,B,B29,B29C
7790122,B,B01,B01J
7824617,C,C09,C09B
7902374,C,C09,C09K
7954971,F,F41,F41C
10274495,A,A61,A61M
10477097,G,G02,G02B
10650823,G,G06,G06F
10651787,H,H02,H02S
10717849,A,A61,A61Q
10747457,G,G06,G06F
10872962,H,H01,H01L
11118731,F,F01,F01M
11897033,B,B29,B29L
12126170,G,G06,G06Q
4256955,G,G06,G06Q
4388763,B,B60,B60C
4877066,B,B67,B67D
5139536,B,B24,B24B
6365842,H,H01,H01L
6978516,E,E05,E05F
7061208,G,G05,G05D
7258472,E,E04,E04F
8292090,B,B29,B29L
8931275,F,F28,F28D
9385108,F,F21,F21K
9519411,B,B60,B60Q
9528500,F,F03,F03D
9527767,B,B32,B32B
9537101,C,C08,C08G
9999662,A,A61,A61K
10202395,B,B01,B01D
10284696,C,C09,C09D
10427004,A,A63,A63B
10605538,F,F28,F28D
10622689,C,C08,C08K
10630114,H,H01,H01F
10951003,G,G01,G01R
11028782,F,F01,F01D
11174873,F,F01,F01D
11754339,A,A41,A41D
11808367,F,F16,F16H
11927057,G,G06,G06T
12051253,G,G06,G06N
12214491,B,B25,B25J
4183686,F,F16,F16G
4311736,C,C08,C08J
4430068,B,B29,B29C
4570964,B,B60,B60D
4704397,C,C07,C07D
5225994,G,G05,G05B
5326459,C,C02,C02F
5328541,B,B29,B29C
5369943,A,A61,A61J
5395674,A,A61,A61F
5542526,B,B29,B29C
5616307,B,B01,B01D
5749727,A,A61,A61C
5807638,C,C04,C04B
5952812,B,B60,B60L
6224663,C,C08,C08L
6578884,E,E05,E05B
7111958,E,E01,E01F
7902374,C,C07,C07F
10450346,C,C12,C12N
10527074,F,F01,F01D
11551753,G,G11,G11C
12059725,B,B23,B23B
12084762,C,C23,C23C
12183878,C,C01,C01D
12203398,F,F01,F01N
6567780,G,G10,G10L
7061208,B,B60,B60L
7204969,A,A23,A23K
8292090,B,B01,B01D
8400011,F,F21,F21Y
8760250,G,G01,G01D
9467913,G,G06,G06F
10479351,B,B60,B60W
10630114,B,B60,B60L
10662223,A,A61,A61K
10682652,B,B03,B03B
10711123,C,C08,C08J
10942181,A,A61,A61K
11084886,C,C08,C08B
11581969,H,H04,H04N
11752416,G,G16,G16H
12237862,G,G06,G06N
12345712,A,A61,A61P
7381440,B,B01,B01J
10527074,B,B64,B64C
12146650,B,B66,B66F
6539615,A,A46,A46B
9579709,B,B21,B21K
9647433,F,F24,F24S
