patent_id,section,cpc_class,cpc_subclass
9037272,F,F15,F15B
9068335,E,E03,E03F
9826204,G,G02,G02B
10217809,H,H01,H01L
10228127,F,F21,F21S
10246615,C,C08,C08F
10247072,F,F02,F02D
10435920,B,B60,B60J
10551094,F,F25,F25B
10725449,B,B29,B29C
10775582,B,B29,B29D
10804626,H,H01,H01L
10888882,A,A45,A45D
10919468,B,B60,B60W
11016198,G,G01,G01S
11020420,A,A61,A61P
11063987,G,G06,G06Q
11140516,H,H04,H04L
11503313,A,A63,A63F
11614917,G,G06,G06F
11798057,A,A45,A45D
11845811,C,C07,C07B
12090470,C,C01,C01P
12119480,Y,Y02,Y02P
12251449,A,A61,A61K
12272867,H,H01,H01Q
12325218,A,A61,A61Q
12395566,G,G06,G06F
4482593,D,D04,D04H
4506594,B,B64,B64D
4521677,G,G07,G07G
4524759,F,F25,F25B
4730128,G,G05,G05F
4808602,A,A23,A23K
4899299,G,G06,G06Q
4916898,F,F01,F01N
5037696,B,B41,B41M
5157942,F,F25,F25B
5176003,F,F25,F25D
5185147,C,C07,C07K
5249342,B,B23,B23P
5295367,B,B60,B60H
5515303,H,H04,H04L
5565321,C,C07,C07K
5709925,B,B32,B32B
5785879,H,H01,H01G
5856117,C,C12,C12Q
5984528,B,B62,B62M
6033973,H,H01,H01L
6835221,C,C23,C23C
6940050,F,F24,F24H
7010066,G,G01,G01S
7049625,G,G11,G11C
7111969,B,B60,B60Q
7178823,B,B60,B60D
7286628,A,A61,A61B
7428870,B,B63,B63B
7757942,G,G06,G06Q
7951428,B,B05,B05D
8081072,B,B60,B60R
8180667,G,G06,G06V
8181416,E,E04,E04F
8477605,H,H04,H04L
8618830,G,G06,G06F
8808842,B,B41,B41M
8915953,A,A61,A61L
8960944,A,A47,A47G
9056086,A,A61,A61P
9311621,G,G06,G06F
9327365,C,C22,C22C
9354984,G,G06,G06F
9492996,B,B41,B41F
9496988,H,H04,H04B
9539334,A,A61,A61P
9950191,A,A61,A61N
10236731,G,G05,G05D
10260125,C,C21,C21D
10262816,G,G06,G06F
10279478,B,B25,B25J
10292219,G,G08,G08B
10328875,B,B60,B60C
4071817,G,G01,G01R
4576694,C,C09,C09D
4693074,F,F23,F23R
4833036,C,C08,C08G
4861705,C,C08,C08L
5424102,B,B29,B29C
6218511,A,A61,A61K
6351542,B,B60,B60R
6387399,A,A61,A61K
8197106,F,F21,F21S
8601791,F,F05,F05D
9735202,H,H01,H01L
9755211,H,H01,H01M
9863369,E,E01,E01H
10193087,H,H01,H01G
10434550,E,E21,E21B
11041713,B,B82,B82Y
11068747,G,G06,G06N
11100521,G,G06,G06T
11418518,G,G05,G05B
11594797,H,H01,H01Q
11793899,A,A61,A61B
12090470,B,B01,B01J
12119480,H,H01,H01M
12215607,F,F01,F01D
4754486,A,A42,A42B
5515303,H,H04,H04W
5984528,B,B60,B60B
7067735,B,B41,B41J
7118764,A,A23,A23G
9085816,C,C21,C21D
9194651,B,B23,B23C
9228003,C,C07,C07K
9327365,B,B23,B23K
9505030,B,B81,B81B
9611080,B,B01,B01L
9673752,F,F24,F24S
9937671,B,B64,B64C
10188963,B,B01,B01J
10239601,A,A62,A62C
10317005,F,F16,F16M
4268188,B,B01,B01J
4416715,B,B29,B29D
4576694,C,C08,C08K
5482918,B,B22,B22F
9447996,B,B01,B01D
9969257,B,B60,B60K
10435920,B,B60,B60R
10591763,H,H05,H05B
5093696,G,G02,G02B
6593255,B,B32,B32B
7169281,B,B01,B01D
9085816,B,B23,B23K
9562245,C,C12,C12R
9774685,B,B60,B60L
9336417,A,A61,A61B
9880576,G,G05,G05D
11147377,A,A47,A47B
7968510,A,A23,A23L
8268439,B,B29,B29K
9505030,A,A61,A61B
9791119,F,F21,F21V
9937671,B,B29,B29C
8601791,F,F01,F01D
8728553,A,A23,A23V
10793458,C,C01,C01C
11473588,B,B21,B21K
11499734,G,G06,G06F
9774685,B,B60,B60W
9937671,B,B29,B29L
10283476,B,B23,B23K
11499734,F,F24,F24F
5515303,G,G07,G07F
5515303,G,G06,G06F
10450346,G,G16,G16B
10474927,G,G06,G06V
10505785,H,H04,H04L
10538651,C,C08,C08L
10648816,H,H04,H04W
10646274,A,A61,A61B
10648373,Y,Y02,Y02T
10656705,G,G06,G06F
10686736,H,H04,H04L
10699500,Y,Y02,Y02D
10744806,B,B41,B41M
10772595,G,G16,G16H
10793843,C,C12,C12N
10794364,Y,Y02,Y02E
10848211,H,H04,H04B
10986259,H,H04,H04L
11032631,H,H04,H04R
11059723,D,D01,D01F
11156681,G,G01,G01R
11284075,H,H04,H04N
11349528,H,H04,H04L
11362635,H,H03,H03H
11424569,H,H01,H01R
11473364,E,E06,E06B
11486315,Y,Y02,Y02T
11501400,H,H04,H04W
11507985,G,G06,G06Q
11525261,F,F16,F16M
11531539,H,H04,H04L
11541052,C,C07,C07D
11551753,H,H10,H10B
11560184,B,B62,B62D
11609123,G,G01,G01J
11669341,H,H04,H04L
11676024,G,G06,G06F
11754909,G,G03,G03B
11806970,B,B32,B32B
11817185,G,G16,G16C
11850769,E,E02,E02F
11892386,G,G01,G01N
11910192,H,H04,H04W
11909431,H,H04,H04B
12001743,G,G06,G06F
12013305,G,G02,G02B
12011838,G,G09,G09B
12041821,H,H10,H10H
12059725,Y,Y02,Y02P
12119269,H,H10,H10D
12144357,A,A22,A22B
12156035,H,H04,H04W
12224610,H,H02,H02J
12229914,H,H04,H04N
12235766,G,G06,G06F
12239577,A,A61,A61F
12260611,G,G06,G06F
12301905,H,H04,H04N
12308691,H,H02,H02J
12315196,G,G06,G06T
12332767,G,G06,G06F
12415121,A,A63,A63B
6718613,Y,Y10,Y10T
3962896,F,F16,F16H
3975607,B,B23,B23H
3977693,B,B62,B62D
3987981,B,B64,B64C
3988108,Y,Y10,Y10S
4017424,Y,Y02,Y02P
4066218,B,B65,B65H
4071446,B,B01,B01J
4072420,G,G03,G03B
4088261,Y,Y10,Y10S
4128497,C,C09,C09K
4133869,C,C01,C01B
4152195,H,H05,H05K
4227343,Y,Y10,Y10T
4259453,Y,Y10,Y10S
4264240,B,B23,B23Q
4288341,C,C11,C11D
4292364,Y,Y10,Y10T
4300899,Y,Y10,Y10S
4349786,H,H03,H03F
4364747,C,C02,C02F
4371952,G,G06,G06F
4378264,Y,Y10,Y10T
4412677,A,A63,A63B
4416048,Y,Y10,Y10T
4422214,E,E05,E05D
4455743,Y,Y10,Y10T
4476936,E,E21,E21B
4607435,G,G01,G01B
4649677,E,E04,E04B
4655149,D,D05,D05B
4658033,C,C07,C07D
4668793,C,C07,C07D
4679469,E,E21,E21B
4680212,Y,Y10,Y10T
4693002,Y,Y10,Y10T
4724605,Y,Y10,Y10T
4756187,G,G01,G01G
4838071,G,G01,G01F
4871975,H,H04,H04L
4890636,Y,Y10,Y10T
4942757,H,H01,H01R
4955488,A,A47,A47B
4966582,A,A61,A61M
5051155,C,C25,C25B
5072696,F,F23,F23M
5113549,B,B44,B44D
5178187,Y,Y10,Y10T
5194314,Y,Y10,Y10T
5247205,H,H02,H02J
5261623,G,G03,G03B
5306374,D,D06,D06Q
5348288,B,B65,B65H
5354163,E,E04,E04H
5435284,F,F02,F02D
5475105,C,C07,C07D
5507373,F,F16,F16D
5528870,Y,Y10,Y10T
5572374,G,G02,G02B
5637131,Y,Y10,Y10S
5653034,G,G02,G02B
5657874,B,B65,B65D
5695277,G,G02,G02B
5709446,B,B60,B60K
5763559,Y,Y10,Y10T
5763981,H,H02,H02N
5803686,Y,Y10,Y10T
5842514,H,H05,H05K
5880045,Y,Y10,Y10S
5883396,Y,Y10,Y10S
5938124,Y,Y10,Y10T
5956946,Y,Y02,Y02A
5964739,Y,Y10,Y10S
5966367,G,G11,G11B
5972614,C,C12,C12N
5981037,Y,Y10,Y10T
5984995,F,F24,F24V
6048575,Y,Y10,Y10T
6072681,H,H03,H03K
6105860,G,G06,G06K
6130183,C,C07,C07C
6143361,C,C23,C23C
6214297,C,C12,C12N
6226382,H,H04,H04L
6248144,H,H01,H01L
6257481,B,B23,B23K
6284613,H,H10,H10D
6343312,G,G06,G06F
6402403,B,B41,B41M
6436840,Y,Y10,Y10S
6517197,B,B41,B41J
6525963,G,G11,G11C
6530365,Y,Y02,Y02T
6576229,A,A61,A61K
6602404,C,C10,C10G
6629830,Y,Y10,Y10T
6643803,G,G06,G06F
6656718,C,C12,C12N
6786129,F,F15,F15B
6803157,G,G03,G03F
6851984,Y,Y10,Y10S
6874196,D,D03,D03J
6886051,Y,Y02,Y02P
6914338,Y,Y10,Y10S
6942409,B,B62,B62J
6954056,Y,Y10,Y10S
6978516,E,E05,E05C
7009267,H,H10,H10F
7037941,C,C07,C07K
7042566,G,G01,G01J
7044086,A,A61,A61D
7053137,C,C08,C08J
7056316,A,A61,A61M
7097369,G,G03,G03G
7118817,Y,Y02,Y02E
7206247,G,G11,G11C
7204969,C,C08,C08K
7219527,B,B21,B21D
7349909,Y,Y10,Y10S
7359669,G,G03,G03G
7361029,H,H05,H05K
7430096,G,G11,G11B
7430256,H,H04,H04L
7438890,C,C07,C07K
7446066,Y,Y10,Y10T
7535159,Y,Y10,Y10T
7543415,Y,Y10,Y10T
7551934,H,H04,H04W
7564729,G,G11,G11C
7697693,H,H04,H04L
7756244,A,A61,A61B
7804429,H,H04,H04L
7811273,Y,Y10,Y10T
7861803,E,E21,E21B
7939586,C,C08,C08K
7969284,G,G06,G06K
7971800,Y,Y10,Y10S
7984790,E,E06,E06C
7999971,G,G06,G06K
8017449,H,H01,H01L
8018112,H,H02,H02K
8088812,C,C07,C07D
8128291,F,F16,F16C
8141961,B,B62,B62L
8197761,F,F24,F24F
8206684,A,A61,A61F
8270953,G,G06,G06F
8281300,G,G06,G06F
8301777,H,H04,H04Q
8303823,C,C02,C02F
8310806,H,H01,H01G
8407283,H,H04,H04L
8603527,A,A61,A61K
8659176,Y,Y02,Y02E
8663282,A,A61,A61B
8679154,F,F16,F16B
8727397,Y,Y10,Y10T
8738635,G,G06,G06F
8753234,A,A63,A63B
8759027,C,C12,C12P
8789949,A,A61,A61B
8853888,Y,Y02,Y02B
8897368,H,H04,H04N
8935344,H,H04,H04L
9045574,C,C10,C10N
9054581,Y,Y02,Y02B
9063085,G,G16,G16C
9097893,G,G06,G06F
9156049,B,B41,B41J
9162208,C,C10,C10G
9180626,F,F17,F17C
9271445,F,F16,F16H
9290380,G,G01,G01P
9335849,H,H04,H04W
9353153,C,C12,C12P
9386292,H,H04,H04N
9387381,A,A63,A63B
9414735,A,A47,A47L
9424257,G,G06,G06F
9593703,F,F16,F16B
9595192,H,H04,H04N
9613034,Y,Y02,Y02D
9620632,H,H10,H10D
9645154,G,G01,G01N
9697423,G,G06,G06V
9699168,H,H04,H04L
9731170,A,A63,A63B
9753682,G,G06,G06F
9780232,H,H10,H10D
9783120,B,B60,B60R
9798368,G,G06,G06F
9838037,H,H04,H04L
9851682,G,G03,G03G
9896767,Y,Y10,Y10T
10111511,A,A45,A45D
10123422,Y,Y02,Y02P
10167802,F,F02,F02D
10170224,H,H10,H10D
10174677,Y,Y02,Y02T
10199652,Y,Y02,Y02E
10227672,C,C23,C23C
10411165,H,H10,H10H
10415162,H,H02,H02G
10427865,B,B65,B65D
10438117,G,G06,G06N
10433930,A,A61,A61C
10598985,G,G02,G02B
10630114,Y,Y02,Y02T
10632546,Y,Y10,Y10T
10665588,H,H10,H10D
10665928,H,H04,H04B
10668457,C,C07,C07F
10711123,Y,Y02,Y02W
10714672,H,H10,H10N
10733744,H,H01,H01J
10799897,G,G05,G05D
10801108,H,H01,H01L
10814493,G,G01,G01L
10833591,Y,Y02,Y02B
10979194,H,H04,H04W
10994373,B,B23,B23K
11001830,C,C12,C12N
11166574,A,A47,A47G
11183028,G,G07,G07F
11183634,H,H10,H10B
11211240,H,H01,H01J
11231131,H,H02,H02G
11390291,G,G01,G01C
11417753,H,H10,H10D
11417895,Y,Y02,Y02P
11430679,H,H01,H01L
11433516,B,B25,B25B
11433520,G,G07,G07C
11441578,F,F16,F16L
11471056,A,A61,A61B
11479302,B,B62,B62D
11491080,G,G16,G16H
11513304,G,G02,G02B
11616535,H,H04,H04J
11629822,Y,Y02,Y02E
11658179,H,H10,H10D
11799136,Y,Y02,Y02E
11821456,F,F16,F16B
11841517,G,G02,G02B
11894044,H,H03,H03K
11931272,A,A61,A61F
12000394,F,F04,F04C
12051253,G,G06,G06F
12090007,A,A61,A61C
12099827,G,G06,G06F
12141936,H,H04,H04N
12191852,H,H03,H03H
12240984,C,C09,C09D
12395020,H,H02,H02K
12430975,G,G07,G07F
9653724,Y,Y02,Y02E
10616575,H,H04,H04N
3967222,H,H01,H01G
3993010,B,B65,B65D
4042101,B,B65,B65G
4058952,E,E04,E04B
4082729,C,C08,C08G
4147227,B,B62,B62D
4163770,D,D01,D01F
4212669,B,B22,B22F
4305085,H,H10,H10D
4316299,A,A47,A47G
4341837,Y,Y10,Y10T
4371821,H,H02,H02K
4425912,Y,Y10,Y10S
4429486,Y,Y10,Y10S
4443716,H,H03,H03K
4450558,H,H04,H04J
4533915,Y,Y02,Y02A
4544729,G,G03,G03F
4579133,A,A46,A46B
4582092,F,F16,F16L
4702898,C,C10,C10K
4769857,A,A42,A42B
4801546,G,G01,G01N
4825843,F,F02,F02P
4858495,Y,Y10,Y10T
4943048,A,A63,A63G
4994857,G,G03,G03B
5064069,Y,Y10,Y10S
5076673,G,G02,G02F
5158320,B,B60,B60G
5246625,C,C08,C08J
5269950,Y,Y10,Y10T
5276245,Y,Y02,Y02P
5372929,C,C12,C12Q
5392628,B,B23,B23Q
5403851,C,C07,C07D
5456906,C,C08,C08L
5527983,Y,Y10,Y10S
5531739,A,A61,A61N
5537507,C,C23,C23C
5542596,B,B23,B23K
5542526,Y,Y10,Y10S
5547568,F,F02,F02M
5579201,H,H01,H01H
5584060,H,H04,H04B
5590365,G,G06,G06F
5595530,B,B24,B24B
5599775,Y,Y10,Y10S
5664740,E,E04,E04D
5693318,C,C11,C11D
5702281,H,H01,H01J
5727353,E,E04,E04H
5743450,B,B26,B26B
5749727,B,B23,B23Q
5782645,Y,Y10,Y10T
5807638,Y,Y10,Y10T
5824994,H,H05,H05B
5862008,G,G11,G11B
5868369,Y,Y10,Y10T
5877314,Y,Y02,Y02P
5985174,C,C09,C09K
5994947,G,G01,G01R
6004618,H,H05,H05B
6037530,Y,Y10,Y10S
6070798,G,G06,G06Q
6085593,G,G01,G01M
6167034,H,H04,H04L
6217572,A,A61,A61N
6240313,A,A61,A61N
6286823,Y,Y10,Y10S
6347579,B,B02,B02B
6357292,G,G01,G01L
6360937,B,B23,B23K
6433990,H,H02,H02J
6464191,Y,Y02,Y02W
6515015,C,C07,C07D
6530865,Y,Y10,Y10T
6569566,Y,Y02,Y02E
6593478,C,C07,C07C
6632312,B,B29,B29C
6675291,G,G06,G06F
6681295,G,G06,G06F
6715256,E,E04,E04D
6812375,A,A61,A61F
6884906,C,C07,C07C
6899449,B,B60,B60Q
6904272,H,H04,H04H
6923375,G,G01,G01G
6925765,Y,Y10,Y10T
6954938,G,G11,G11B
7000734,Y,Y10,Y10T
7012541,A,A63,A63H
7050091,H,H04,H04N
7059946,Y,Y10,Y10T
7068790,H,H04,H04L
7081854,H,H01,H01Q
7084368,B,B23,B23K
7119439,H,H01,H01L
7183269,A,A61,A61K
7257572,Y,Y10,Y10S
7290440,G,G01,G01M
7306462,Y,Y10,Y10T
7319548,H,H04,H04N
7342604,H,H04,H04N
7349257,H,H10,H10B
7368817,H,H01,H01L
7381440,G,G01,G01N
7394176,H,H02,H02K
7411072,C,C07,C07D
7437685,G,G06,G06F
7480099,H,H04,H04N
7481023,A,A01,A01M
7501411,C,C07,C07D
7506496,F,F23,F23D
7511899,G,G02,G02B
7548119,G,G06,G06F
7569612,A,A61,A61K
7598158,H,H01,H01L
7610326,G,G06,G06F
7647368,G,G06,G06F
7701150,H,H05,H05B
7730268,G,G06,G06F
7769948,G,G06,G06F
7771187,H,H05,H05K
7858728,C,C08,C08G
7877958,Y,Y10,Y10T
7892243,A,A61,A61B
7973998,G,G02,G02F
10474927,G,G06,G06F
10514339,A,A61,A61B
10648816,G,G01,G01C
10651787,H,H10,H10F
10647802,C,C08,C08F
10656705,G,G06,G06T
10699500,H,H04,H04W
10747457,H,H04,H04L
10897948,A,A43,A43B
10986259,H,H04,H04W
11021704,C,C12,C12N
11046925,C,C12,C12M
11060008,C,C09,C09K
11146619,H,H04,H04M
11157232,G,G06,G06F
11162864,G,G01,G01H
11164462,G,G06,G06Q
11202459,A,A23,A23V
11222744,H,H01,H01F
11294457,G,G06,G06V
11429739,G,G06,G06F
11436960,G,G09,G09F
11531539,G,G06,G06F
11529699,C,C21,C21D
11537715,G,G06,G06F
11541052,A,A61,A61K
11563244,H,H02,H02S
11601731,H,H04,H04N
11672570,A,A61,A61F
11752461,B,B01,B01D
11785297,G,G06,G06F
11794511,G,G06,G06F
11850769,E,E01,E01C
11894926,H,H04,H04L
11980051,Y,Y02,Y02P
12013305,G,G01,G01M
12041938,C,C12,C12N
12059725,C,C04,C04B
12126170,H,H02,H02J
12195331,G,G21,G21K
12224610,B,B23,B23B
12229914,G,G06,G06T
12289749,H,H04,H04L
12315196,G,G06,G06V
12355056,Y,Y02,Y02E
12405479,G,G02,G02F
3933213,B,B62,B62D
4168716,H,H01,H01S
4227343,A,A47,A47G
4259453,C,C08,C08J
4277297,D,D02,D02G
4288341,A,A61,A61Q
4330785,B,B41,B41M
4350486,B,B28,B28B
4483771,A,A61,A61L
4617273,C,C12,C12N
4695769,H,H05,H05B
4724605,H,H01,H01H
4824080,C,C21,C21C
4857403,D,D01,D01F
4922621,B,B43,B43L
4937229,C,C07,C07D
4981403,B,B23,B23Q
5022138,H,H01,H01R
5026297,H,H01,H01R
5072696,F,F23,F23C
5139536,C,C04,C04B
5158921,C,C07,C07C
5166906,G,G01,G01P
5185382,C,C08,C08J
5247205,G,G06,G06F
5424677,G,G01,G01R
5426675,G,G21,G21C
5624303,B,B24,B24B
5641372,B,B41,B41M
5670882,G,G01,G01R
5733629,B,B32,B32B
5738102,A,A61,A61B
5873548,B,B64,B64C
5880045,C,C03,C03C
5949976,G,G06,G06F
6048575,G,G03,G03G
6060989,B,B60,B60K
6072681,H,H02,H02H
6130183,B,B01,B01J
6242869,H,H05,H05B
6291793,H,H01,H01J
6647374,G,G06,G06F
6825524,H,H10,H10D
6869637,C,C23,C23C
6886051,G,G06,G06F
6887061,B,B29,B29K
7097841,C,C07,C07K
7244676,H,H01,H01L
7263120,G,G06,G06F
7438890,A,A61,A61P
7466902,G,G11,G11B
7467589,A,A47,A47G
7476659,A,A61,A61K
7490852,B,B60,B60Q
7579032,A,A23,A23L
7658608,C,C11,C11C
7660229,H,H04,H04L
7668306,H,H04,H04L
8073118,H,H04,H04M
8088812,A,A61,A61P
8162722,B,B24,B24B
8187072,A,A63,A63F
8227055,E,E06,E06B
8251869,F,F02,F02B
8313582,B,B08,B08B
8355191,G,G02,G02B
8414959,A,A61,A61B
8423224,G,G05,G05D
8448615,F,F01,F01L
8494508,H,H04,H04W
8586590,C,C07,C07D
8620874,G,G06,G06F
8663282,A,A61,A61F
8679154,A,A61,A61B
8700173,A,A61,A61B
8769937,F,F01,F01N
8981814,H,H03,H03K
9010650,G,G07,G07F
9028132,B,B08,B08B
9040427,H,H01,H01J
9045574,C,C10,C10M
9059821,H,H04,H04L
9156049,B,B05,B05B
9180626,B,B29,B29K
9281742,H,H02,H02M
9290380,B,B81,B81B
9310110,F,F25,F25B
9474790,A,A61,A61K
9501803,Y,Y02,Y02E
9519411,G,G06,G06Q
9579709,B,B62,B62K
9593703,E,E21,E21B
9605940,G,G01,G01B
9618945,G,G01,G01J
9647433,Y,Y02,Y02B
9676386,B,B60,B60Q
9787406,H,H04,H04B
9798368,A,A61,A61B
9838037,H,H03,H03M
10011883,C,C12,C12Q
10090050,H,H10,H10B
10170224,H,H01,H01L
10284696,H,H04,H04M
10378021,Y,Y02,Y02A
10386554,G,G03,G03B
10433930,A,A61,A61B
10461653,H,H02,H02M
10472659,C,C12,C12P
10598344,H,H01,H01L
10598985,G,G02,G02F
10682652,C,C21,C21B
10714672,H,H10,H10D
10776484,H,H04,H04L
10927940,B,B62,B62M
10972185,G,G02,G02B
10979194,H,H04,H04L
10984716,G,G09,G09G
11084886,C,C08,C08K
11205473,G,G06,G06F
11233294,H,H02,H02J
11238818,G,G09,G09G
11361885,G,G01,G01L
11390291,B,B60,B60W
11465534,Y,Y02,Y02E
11471056,A,A61,A61K
11499751,F,F24,F24H
11550871,G,G06,G06F
11629822,F,F17,F17C
11674407,F,F02,F02K
11757356,G,G11,G11C
11792960,G,G06,G06F
11808367,G,G05,G05D
11892033,F,F16,F16C
11962598,G,G06,G06Q
12001984,G,G06,G06N
12051253,G,G06,G06V
12084146,H,H04,H04B
12245138,H,H04,H04W
12281988,G,G01,G01N
12428379,A,A61,A61K
4028051,F,F27,F27M
4060116,F,F16,F16B
4085625,F,F16,F16P
4166517,B,B63,B63B
4170147,B,B64,B64C
4265752,B,B60,B60K
4269730,C,C09,C09K
4425912,A,A61,A61F
4525821,A,A47,A47G
4531386,D,D04,D04B
4561056,F,F02,F02P
4570964,F,F16,F16J
4788028,G,G21,G21C
4856092,G,G02,G02F
4971170,B,B62,B62D
5064069,B,B42,B42F
5200908,G,G06,G06N
5210512,G,G01,G01R
5326459,Y,Y02,Y02W
5362673,H,H10,H10H
5444123,C,C08,C08L
5527983,F,F42,F42B
5542526,B,B66,B66C
5749727,B,B23,B23P
5782645,Y,Y10,Y10S
5789105,H,H01,H01M
5826348,D,D06,D06B
5888814,C,C07,C07K
5912529,G,G06,G06F
5952812,H,H02,H02M
5994232,H,H01,H01L
6017937,A,A61,A61P
6140574,H,H01,H01R
6225863,G,G11,G11B
6292550,H,H04,H04Q
6357292,B,B60,B60C
6398723,A,A61,A61B
6413975,A,A61,A61P
6413467,B,B29,B29K
6433990,B,B64,B64G
6430812,B,B21,B21C
6455965,G,G11,G11B
6485500,A,A61,A61F
6515015,A,A61,A61K
6584126,G,G02,G02B
6632312,B,B29,B29L
6658269,H,H04,H04B
6667895,G,G11,G11C
6884906,A,A23,A23G
6886590,G,G05,G05D
6903103,A,A61,A61P
7111958,F,F21,F21W
7118767,A,A61,A61K
7166163,G,G02,G02B
7212881,A,A41,A41D
7214712,C,C07,C07C
7276699,G,G01,G01J
7306462,G,G05,G05D
7319874,H,H04,H04W
7353284,H,H04,H04N
7358844,H,H01,H01F
7480099,G,G02,G02B
7500294,B,B65,B65H
7551433,G,G11,G11B
7772366,C,C07,C07K
7771187,B,B65,B65B
7822531,F,F02,F02M
7879062,A,A61,A61M
7902374,H,H10,H10K
7954971,F,F41,F41G
7960568,A,A61,A61P
7973998,G,G02,G02B
10450346,G,G01,G01N
10474927,G,G06,G06T
10527074,F,F15,F15D
10650823,G,G06,G06N
10749180,H,H01,H01M
10772595,G,G01,G01R
10860615,G,G06,G06F
11146619,G,G06,G06F
11239497,H,H01,H01G
11294457,G,G06,G06F
11349528,H,H04,H04W
11356948,H,H04,H04B
11501400,G,G06,G06Q
11655477,C,C07,C07K
11669341,G,G06,G06F
11672570,A,A61,A61B
11676024,G,G06,G06V
11794511,B,B43,B43K
12260611,G,G06,G06V
12289749,H,H04,H04W
12327831,H,H01,H01M
12405479,G,G02,G02B
3990528,B,B62,B62D
3994716,B,B22,B22F
4168716,G,G02,G02F
4277297,A,A61,A61C
4292364,B,B32,B32B
4378264,G,G03,G03F
4416048,A,A47,A47K
4422214,E,E05,E05F
4538307,Y,Y02,Y02A
4746569,G,G11,G11B
4824080,B,B22,B22D
5107192,F,F16,F16F
5172452,A,A62,A62C
5185382,C,C08,C08L
5259951,A,A61,A61K
5641372,B,B41,B41F
5763559,C,C08,C08G
5803686,G,G21,G21C
5842514,F,F28,F28F
5977485,H,H01,H01M
5984995,A,A61,A61F
6164959,F,F23,F23Q
6210660,A,A61,A61P
6479180,H,H01,H01M
6539615,Y,Y02,Y02P
6567780,H,H04,H04N
6747111,C,C07,C07D
6835499,H,H01,H01M
6886051,G,G05,G05B
7061208,H,H01,H01M
7091299,C,C07,C07F
7094270,B,B01,B01D
7097841,A,A61,A61K
7258472,F,F21,F21S
7267890,C,C23,C23C
8496951,A,A61,A61P
8726803,B,B30,B30B
8787758,H,H04,H04L
8935344,G,G06,G06Q
9045574,C,C08,C08F
9059821,H,H04,H04W
9501803,H,H02,H02J
9764059,A,A61,A61L
9780232,H,H01,H01L
10199652,C,C08,C08F
10266467,C,C07,C07F
10386554,G,G02,G02B
10415162,D,D04,D04B
10420749,C,C07,C07D
10427004,C,C08,C08G
10714672,G,G06,G06N
10790096,H,H10,H10K
10867023,G,G06,G06V
11028782,F,F02,F02K
11049759,B,B25,B25J
11174873,F,F02,F02C
11433520,E,E01,E01C
11465534,H,H01,H01M
11499751,B,B65,B65D
11550871,G,G06,G06V
11581969,H,H04,H04H
11744333,A,A44,A44C
12051253,G,G06,G06T
12084146,H,H02,H02J
9653724,H,H01,H01M
11886223,G,G06,G06F
3990325,F,F02,F02B
4183686,H,H01,H01R
4245153,F,F24,F24S
4311736,C,C08,C08G
4570964,B,B61,B61D
4702898,B,B01,B01D
4704397,C,C07,C07H
4746475,B,B29,B29K
4928545,B,B60,B60K
5225994,H,H02,H02J
5249511,B,B01,B01D
5326459,Y,Y02,Y02E
5395674,F,F16,F16F
5417790,Y,Y02,Y02W
5527983,F,F23,F23G
5542526,B,B65,B65G
5782645,H,H01,H01R
6049125,H,H01,H01L
6232892,G,G06,G06F
6578884,E,E05,E05C
7059946,B,B24,B24B
7319874,H,H04,H04L
7519594,G,G06,G06Q
7666346,C,C21,C21D
7771077,F,F21,F21V
7795023,A,A61,A61P
7822531,F,F02,F02B
10444287,B,B25,B25J
10527074,F,F05,F05D
10843267,B,B33,B33Y
10907141,C,C07,C07K
10966442,B,B01,B01D
11436960,A,A63,A63J
11486315,F,F02,F02C
11655477,A,A01,A01N
11919231,B,B29,B29C
12146650,F,F21,F21S
4538307,G,G01,G01F
4793994,A,A61,A61Q
5073619,A,A61,A61K
5277975,C,C01,C01B
5283116,B,B65,B65H
5883396,H,H01,H01L
6402403,B,B29,B29C
6775976,B,B60,B60Y
7543415,A,A63,A63B
8007927,C,C07,C07D
8042767,B,B29,B29C
8202383,B,B29,B29K
8400011,F,F21,F21W
8414959,A,A61,A61K
8586590,A,A61,A61P
8659176,E,E05,E05B
8759721,A,A47,A47G
8760250,G,G06,G06K
9010650,G,G06,G06F
9467913,G,G09,G09G
9647433,H,H02,H02S
9764059,A,A01,A01N
10084566,H,H04,H04J
10090050,G,G11,G11C
10174677,F,F02,F02C
10266467,B,B01,B01J
10415162,D,D03,D03D
10790096,H,H01,H01G
10867023,G,G06,G06F
10914424,F,F17,F17C
11390291,B,B60,B60Y
11465534,B,B60,B60K
11581969,H,H04,H04M
11752416,H,H04,H04M
12240984,B,B82,B82Y
12345712,C,C07,C07K
4363222,B,B60,B60H
5249511,A,A47,A47J
5782645,A,A61,A61N
6530865,B,B29,B29K
6786233,E,E04,E04C
10606077,G,G02,G02B
10717849,A,A61,A61K
10986259,G,G03,G03B
11046925,B,B01,B01D
11059723,C,C01,C01B
11348134,G,G06,G06Q
11896893,A,A63,A63F
11919231,B,B29,B29L
12041821,G,G09,G09F
5185382,B,B29,B29C
5283116,B,B41,B41F
5758724,E,E21,E21B
7258472,B,B63,B63B
9519411,A,A01,A01G
9537101,C,C08,C08L
9579709,B,B21,B21D
9879322,A,A01,A01K
10174677,A,A62,A62C
10420749,A,A61,A61K
10598344,F,F21,F21V
10790096,C,C23,C23C
11028782,B,B64,B64D
4341837,B,B32,B32B
